ID_Match;League;Year;Season;Type;blueTeamTag;bResult;rResult;redTeamTag;gamelength;blueTop;blueTopChamp;blueJungle;blueJungleChamp;blueMiddle;blueMiddleChamp;blueADC;blueADCChamp;blueSupport;blueSupportChamp;redTop;redTopChamp;redJungle;redJungleChamp;redMiddle;redMiddleChamp;redADC;redADCChamp;redSupport;redSupportChamp
4118;CBLoL;2016;Spring;Season;OPK;0;1;RED;57;SkyBart;Fiora;Zuao;RekSai;Goku;Corki;Theusma;Lucian;Professor;Braum;Ayel;Malphite;Caos;Quinn;Brucer;Leblanc;SacyR;Caitlyn;Eryon;Alistar
4119;CBLoL;2016;Spring;Season;RED;1;0;OPK;38;Ayel;Malphite;Caos;Nocturne;Brucer;Lissandra;SacyR;Corki;Eryon;Alistar;SkyBart;Gnar;Zuao;RekSai;Goku;Lux;Theusma;Lucian;Professor;Thresh
4120;CBLoL;2016;Spring;Season;VFK;0;1;ITZ;29;Robo;Gangplank;Turtle;Nidalee;takeshi;Lulu;esA;Lucian;Verfix;Braum;Yang;Quinn;Revolta;Elise;tockers;TwistedFate;micaO;Kalista;Jockster;Bard
4121;CBLoL;2016;Spring;Season;ITZ;1;0;VFK;48;Yang;Ryze;Revolta;Kindred;tockers;Viktor;micaO;Kalista;Jockster;Braum;Robo;Fiora;Turtle;Elise;takeshi;Ahri;esA;Caitlyn;Verfix;Bard
4122;CBLoL;2016;Spring;Season;CNB;0;1;ITZ;40;Aoshi;Lissandra;Nappon;Elise;Vash;Gangplank;pbO;KogMaw;Wos;Thresh;Yang;Lulu;Revolta;RekSai;tockers;Zed;micaO;Lucian;Jockster;Braum
4123;CBLoL;2016;Spring;Season;ITZ;0;1;CNB;58;Yang;Quinn;Revolta;Elise;tockers;Zilean;micaO;KogMaw;Jockster;Janna;Aoshi;Malphite;Nappon;RekSai;Vash;Lulu;pbO;Jinx;Wos;Morgana
4124;CBLoL;2016;Spring;Season;OPK;1;0;KBM;61;SkyBart;Poppy;Zuao;Gragas;Goku;Zilean;Theusma;Lucian;Professor;Braum;LEP;Gangplank;Minerva;Nidalee;tinowns;Syndra;Matsukaze;Caitlyn;Ziriguidun;Alistar
4125;CBLoL;2016;Spring;Season;KBM;1;0;OPK;32;LEP;Fiora;Minerva;Nidalee;tinowns;Zed;Matsukaze;Lucian;Ziriguidun;Bard;SkyBart;Renekton;Zuao;RekSai;Goku;Lulu;Theusma;Caitlyn;Professor;Braum
4126;CBLoL;2016;Spring;Season;RED;0;1;g3x;48;Ayel;Nautilus;Caos;RekSai;Brucer;Ahri;SacyR;Kalista;Eryon;Braum;Zantins;Malphite;Snowlz;Rumble;TaeYeon;Quinn;Skyer;Corki;Alocs;Thresh
4127;CBLoL;2016;Spring;Season;g3x;1;0;RED;40;Zantins;Nautilus;Snowlz;Nidalee;TaeYeon;Quinn;Skyer;KogMaw;Alocs;Braum;Ayel;Malphite;Caos;Gragas;Brucer;Viktor;SacyR;Kalista;Eryon;Thresh
4128;CBLoL;2016;Spring;Season;VFK;1;0;PNG;52;Robo;Poppy;Turtle;Elise;takeshi;Lissandra;esA;Lucian;Verfix;Morgana;Mylon;Gnar;SirT;RekSai;Kami;Syndra;brTT RX;Kalista;Picoca;Alistar
4129;CBLoL;2016;Spring;Season;PNG;1;0;VFK;31;Mylon;Nautilus;SirT;Gragas;Kami;Zilean;brTT RX;Caitlyn;Picoca;Thresh;Robo;Poppy;Turtle;Elise;takeshi;Ahri;esA;Kalista;Verfix;Soraka
4130;CBLoL;2016;Spring;Season;KBM;1;0;ITZ;52;LEP;Trundle;Minerva;Gragas;tinowns;Leblanc;Matsukaze;KogMaw;Ziriguidun;Janna;Yang;Nautilus;Revolta;Nidalee;tockers;TwistedFate;micaO;Ashe;Jockster;Alistar
4131;CBLoL;2016;Spring;Season;ITZ;1;0;KBM;43;Yang;Poppy;Revolta;LeeSin;tockers;Lissandra;micaO;Lucian;Jockster;Alistar;LEP;Shen;Minerva;Gragas;tinowns;Leblanc;Matsukaze;Corki;Ziriguidun;Janna
4132;CBLoL;2016;Spring;Season;VFK;1;0;OPK;34;Robo;Malphite;Turtle;Elise;takeshi;Lissandra;esA;Ezreal;Verfix;Morgana;SkyBart;Poppy;Zuao;RekSai;Goku;Ahri;EzPrince;Lucian;Professor;Bard
4133;CBLoL;2016;Spring;Season;OPK;0;1;VFK;23;SkyBart;Fiora;Zuao;RekSai;Goku;Leblanc;EzPrince;KogMaw;Professor;Morgana;Robo;Poppy;Turtle;Elise;takeshi;Diana;esA;Corki;Verfix;Thresh
4134;CBLoL;2016;Spring;Season;PNG;1;0;RED;45;Mylon;Graves;SirT;Gragas;Kami;Lux;brTT RX;Ezreal;Picoca;Braum;Ayel;Poppy;Caos;Nidalee;Brucer;TwistedFate;SacyR;Lucian;Eryon;Soraka
4135;CBLoL;2016;Spring;Season;RED;1;0;PNG;43;Ayel;Poppy;Caos;RekSai;Brucer;TwistedFate;SacyR;Lucian;Eryon;Thresh;Mylon;Graves;SirT;Nidalee;Kami;Syndra;brTT RX;Ezreal;Picoca;Braum
4136;CBLoL;2016;Spring;Season;CNB;0;1;g3x;51;Aoshi;Fiora;Nappon;Elise;Vash;Varus;pbO;Corki;Wos;Alistar;Zantins;Maokai;Snowlz;Nidalee;TaeYeon;Zed;Skyer;Lucian;Alocs;Poppy
4137;CBLoL;2016;Spring;Season;g3x;0;1;CNB;32;Zantins;Nautilus;Snowlz;Gragas;TaeYeon;Ahri;Skyer;Lucian;Alocs;Janna;Aoshi;Poppy;Nappon;Kindred;Vash;Corki;pbO;Kalista;Wos;Alistar
4138;CBLoL;2016;Spring;Season;OPK;1;0;ITZ;46;SkyBart;Fiora;Zuao;Gragas;Goku;Lissandra;EzPrince;Kalista;Professor;Braum;Yang;Poppy;Revolta;LeeSin;tockers;Syndra;micaO;Lucian;Jockster;Thresh
4139;CBLoL;2016;Spring;Season;ITZ;1;0;OPK;39;Yang;Trundle;Revolta;Elise;tockers;Leblanc;micaO;Lucian;Jockster;Braum;SkyBart;Poppy;Zuao;Nidalee;Goku;Zilean;EzPrince;Corki;Professor;Thresh
4140;CBLoL;2016;Spring;Season;VFK;1;0;RED;29;Robo;Nautilus;Turtle;Gragas;takeshi;Quinn;esA;Lucian;Verfix;Bard;Ayel;Poppy;Caos;RekSai;Brucer;Leblanc;SacyR;Kalista;Eryon;Thresh
4141;CBLoL;2016;Spring;Season;RED;0;1;VFK;52;Ayel;Nautilus;Caos;RekSai;Brucer;Zilean;SacyR;Lucian;Eryon;Braum;Robo;Fiora;Turtle;Gragas;takeshi;Lissandra;esA;Ezreal;Verfix;Bard
4142;CBLoL;2016;Spring;Season;CNB;0;1;KBM;42;Aoshi;Shen;Nappon;Evelynn;Vash;Orianna;pbO;KogMaw;Wos;Morgana;LEP;Fiora;Minerva;RekSai;tinowns;Lux;Matsukaze;Kalista;Ziriguidun;Bard
4143;CBLoL;2016;Spring;Season;KBM;0;1;CNB;44;LEP;Fiora;Minerva;Elise;tinowns;Lulu;Matsukaze;Lucian;Ziriguidun;Braum;Aoshi;Pantheon;Nappon;Kindred;Vash;Anivia;pbO;Kalista;Wos;Thresh
4144;CBLoL;2016;Spring;Season;PNG;0;1;g3x;45;Mylon;Nautilus;SirT;Nidalee;Kami;Lulu;brTT RX;Lucian;Picoca;Braum;Zantins;Lissandra;Snowlz;Elise;TaeYeon;Varus;Skyer;Kalista;Alocs;Alistar
4145;CBLoL;2016;Spring;Season;g3x;0;1;PNG;44;Zantins;Nautilus;Snowlz;Elise;TaeYeon;Syndra;Skyer;Kalista;Alocs;Braum;Mylon;Poppy;SirT;RekSai;Kami;Orianna;brTT RX;Lucian;Picoca;Alistar
4146;CBLoL;2016;Summer;Season;ITZ;1;0;VFK;35;Yang;Poppy;Revolta;Graves;tockers;Ryze;micaO;Ezreal;Jockster;Braum;Robo;Maokai;Nappon;Elise;takeshi;Azir;esA;Lucian;Baiano;TahmKench
4147;CBLoL;2016;Summer;Season;VFK;1;0;ITZ;30;Robo;Poppy;Nappon;Elise;takeshi;Ryze;esA;Sivir;Baiano;Nautilus;Yang;Maokai;Revolta;Graves;tockers;Lulu;micaO;Ezreal;Jockster;Braum
4148;CBLoL;2016;Summer;Season;RED;0;1;CNB;38;Eryon;Trundle;YoDa SL;Kindred;Brucer;Azir;SacyR;Ezreal;Dioud;Braum;LEP;Ekko;Minerva;Nidalee;tinowns;Varus;pbO;Lucian;Wos;Bard
4149;CBLoL;2016;Summer;Season;CNB;1;0;RED;23;LEP;Maokai;Minerva;Elise;tinowns;Azir;pbO;Kalista;Wos;Alistar;Eryon;Poppy;YoDa SL;Nidalee;Brucer;Leblanc;SacyR;Lucian;Dioud;Thresh
4150;CBLoL;2016;Summer;Season;OPK;0;1;KBM;30;SkyBart;Ekko;Turtle;LeeSin;Goku;Azir;Skyer;Ezreal;Professor;Braum;Zantins;Maokai;Danagorn;Kindred;Vash;Varus;Matsukaze;Sivir;Verfix;Bard
4151;CBLoL;2016;Summer;Season;KBM;1;0;OPK;59;Zantins;Poppy;Danagorn;Elise;Vash;Azir;Matsukaze;Sivir;Verfix;Braum;SkyBart;Ekko;Turtle;Kindred;Goku;Fizz;Skyer;Caitlyn;Professor;Karma
4152;CBLoL;2016;Summer;Season;BGG;0;1;PNG;31;Ranger;Maokai;Tierwulf VPP;Graves;Rakin VPP;Ryze;Luskka;Kalista;RedBert VPP;Braum;Mylon;Ekko;SirT;Kindred;Kami;Varus;TaeYeon;Lucian;Ziriguidun;Soraka
4153;CBLoL;2016;Summer;Season;PNG;0;1;BGG;43;Mylon;Trundle;SirT;Elise;Kami;Varus;TaeYeon;Ezreal;Ziriguidun;Soraka;Ranger;Gragas;Tierwulf VPP;Kindred;Rakin VPP;Zilean;Luskka;Caitlyn;RedBert VPP;Braum
4154;CBLoL;2016;Summer;Season;VFK;1;0;RED;28;Robo;Trundle;Nappon;Nidalee;takeshi;Ryze;esA;Lucian;Baiano;Morgana;Ayel;Maokai;YoDa SL;Elise;Brucer;Varus;SacyR;Sivir;Dioud;Bard
4155;CBLoL;2016;Summer;Season;RED;1;0;VFK;45;Ayel;Poppy;YoDa SL;Elise;Brucer;Azir;SacyR;Lucian;Dioud;Thresh;Robo;Gragas;Nappon;Nidalee;takeshi;Ryze;esA;Sivir;Baiano;Braum
4156;CBLoL;2016;Summer;Season;CNB;1;0;ITZ;36;LEP;Maokai;Minerva;Elise;tinowns;Zilean;pbO;Lucian;Wos;Braum;Yang;Poppy;Revolta;Kindred;tockers;Lulu;micaO;Caitlyn;Jockster;Bard
4157;CBLoL;2016;Summer;Season;ITZ;1;0;CNB;45;Yang;Ekko;Revolta;Graves;tockers;Ryze;micaO;Ezreal;Jockster;Bard;LEP;Maokai;Minerva;Elise;tinowns;Azir;pbO;Kalista;Wos;Braum
4158;CBLoL;2016;Summer;Season;KBM;1;0;BGG;30;Zantins;Ekko;Danagorn;Kindred;Vash;Ryze;Matsukaze;Ezreal;Verfix;Karma;Ranger;Poppy;Tierwulf VPP;Elise;Rakin VPP;Lissandra;Luskka;Sivir;RedBert VPP;Braum
4159;CBLoL;2016;Summer;Season;BGG;0;1;KBM;50;Ranger;Ryze;Tierwulf VPP;Graves;Rakin VPP;Morgana;Luskka;Lucian;RedBert VPP;Bard;Zantins;Ekko;Danagorn;Kindred;Vash;Anivia;Matsukaze;Caitlyn;Verfix;Braum
4160;CBLoL;2016;Summer;Season;PNG;1;0;OPK;39;Mylon;Ekko;SirT;Graves;Kami;Azir;TaeYeon;Caitlyn;Ziriguidun;Braum;SkyBart;Poppy;Turtle;Elise;Goku;Ryze;Skyer;Sivir;Professor;Nautilus
4161;CBLoL;2016;Summer;Season;OPK;0;1;PNG;27;SkyBart;Poppy;Turtle;Elise;Goku;Azir;Skyer;Ezreal;Professor;Morgana;Mylon;Maokai;SirT;Graves;Kami;Xerath;TaeYeon;Lucian;Ziriguidun;Braum
4162;CBLoL;2016;Summer;Season;CNB;0;1;OPK;48;LEP;Darius;Minerva;Elise;tinowns;Viktor;pbO;Lucian;Wos;Braum;SkyBart;Maokai;Turtle;Kindred;Goku;Taliyah;Skyer;Sivir;Professor;Karma
4163;CBLoL;2016;Summer;Season;OPK;0;1;CNB;49;SkyBart;Ekko;Turtle;Elise;Goku;Lissandra;Skyer;Sivir;Professor;Nami;LEP;Maokai;Minerva;Malzahar;tinowns;Azir;pbO;Caitlyn;Wos;Bard
4164;CBLoL;2016;Summer;Season;ITZ;1;0;RED;34;Yang;Poppy;Revolta;Nidalee;tockers;Azir;micaO;Ezreal;Jockster;Bard;Ayel;Zed;YoDa SL;Gragas;Brucer;Ekko;SacyR;Sivir;Dioud;Alistar
4165;CBLoL;2016;Summer;Season;RED;0;1;ITZ;35;Ayel;Poppy;YoDa SL;Elise;Brucer;Ekko;SacyR;Kalista;Dioud;Alistar;Yang;Trundle;Revolta;RekSai;tockers;Viktor;micaO;Sivir;Jockster;Karma
4166;CBLoL;2016;Summer;Season;BGG;0;1;VFK;45;Ranger;Fizz;Tierwulf VPP;RekSai;Rakin VPP;Viktor;Luskka;Caitlyn;RedBert VPP;Bard;Robo;Maokai;Nappon;Nidalee;takeshi;Lissandra;esA;Sivir;Baiano;Taric
4167;CBLoL;2016;Summer;Season;VFK;1;0;BGG;38;Robo;Swain;Nappon;RekSai;takeshi;Lissandra;esA;Sivir;Baiano;Taric;Ranger;Maokai;Tierwulf VPP;LeeSin;Rakin VPP;Viktor;Luskka;Caitlyn;RedBert VPP;Braum
4168;CBLoL;2016;Summer;Season;KBM;0;1;PNG;35;Zantins;Poppy;Danagorn;Nidalee;Vash;Azir;Matsukaze;Sivir;Verfix;Bard;Mylon;Maokai;SirT;RekSai;Kami;Leblanc;TaeYeon;Twitch;Ziriguidun;Karma
4169;CBLoL;2016;Summer;Season;PNG;1;0;KBM;33;Mylon;Maokai;SirT;Nidalee;Kami;Azir;TaeYeon;Jhin;Ziriguidun;Alistar;Zantins;Ekko;Danagorn;RekSai;Vash;Viktor;Matsukaze;Caitlyn;Verfix;Braum
4170;CBLoL;2016;Summer;Season;PNG;0;1;CNB;53;Mylon;Ekko;SirT;Nidalee;Kami;Vladimir;TaeYeon;Sivir;Ziriguidun;Soraka;LEP;Trundle;Minerva;RekSai;tinowns;Azir;pbO;Lucian;Wos;Karma
4171;CBLoL;2016;Summer;Season;CNB;0;1;PNG;37;LEP;Maokai;Minerva;Olaf;tinowns;Leblanc;pbO;Sivir;Wos;Karma;Mylon;Fizz;SirT;RekSai;Kami;Swain;TaeYeon;Twitch;Ziriguidun;Nami
4172;CBLoL;2016;Summer;Season;VFK;1;0;KBM;30;Robo;Ekko;Nappon;Nidalee;takeshi;Swain;esA;Lucian;Baiano;Braum;Zantins;Maokai;Danagorn;RekSai;Vash;Viktor;Matsukaze;Kalista;Verfix;Alistar
4173;CBLoL;2016;Summer;Season;KBM;0;1;VFK;45;Zantins;Fizz;Danagorn;RekSai;Vash;Lissandra;Matsukaze;Lucian;Verfix;Braum;Robo;Ekko;Nappon;Nidalee;takeshi;Azir;esA;Ezreal;Baiano;Karma
4174;CBLoL;2016;Summer;Season;RED;0;1;BGG;62;Ayel;Swain;YoDa SL;Nidalee;Brucer;Leblanc;SacyR;Caitlyn;Dioud;Bard;Ranger;Ekko;Tierwulf VPP;RekSai;Rakin VPP;Zilean;Luskka;Lucian;RedBert VPP;Braum
4175;CBLoL;2016;Summer;Season;BGG;1;0;RED;57;Ranger;Gragas;Tierwulf VPP;RekSai;Rakin VPP;Viktor;Luskka;Sivir;RedBert VPP;Braum;Ayel;Trundle;YoDa SL;Nidalee;Brucer;Ekko;SacyR;Lucian;Dioud;Bard
4176;CBLoL;2016;Summer;Season;OPK;0;1;ITZ;46;SkyBart;Swain;Turtle;Graves;Goku;Lissandra;Skyer;Sivir;Professor;Braum;Yang;Ekko;Revolta;Gragas;tockers;Viktor;micaO;Lucian;Jockster;Bard
4177;CBLoL;2016;Summer;Season;ITZ;1;0;OPK;35;Yang;Ekko;Revolta;RekSai;tockers;Lissandra;micaO;Ezreal;Jockster;Bard;SkyBart;Maokai;Turtle;Elise;Goku;Zilean;Skyer;Lucian;Professor;Leona
4178;CBLoL;2016;Summer;Season;ITZ;0;1;BGG;48;Yang;Irelia;Revolta;Kindred;tockers;Anivia;micaO;Ezreal;Jockster;Nami;Ranger;Malphite;Tierwulf VPP;Gragas;Rakin VPP;Vladimir;Luskka;Sivir;RedBert VPP;Nautilus
4179;CBLoL;2016;Summer;Season;BGG;0;1;ITZ;25;Ranger;Jax;Tierwulf VPP;Kindred;Rakin VPP;Viktor;Luskka;Sivir;RedBert VPP;Taric;Yang;Irelia;Revolta;Elise;tockers;Azir;micaO;Ezreal;Jockster;Braum
4180;CBLoL;2016;Summer;Season;CNB;1;0;KBM;47;LEP;Irelia;Minerva;RekSai;tinowns;Swain;pbO;Jhin;Wos;Braum;Zantins;Jax;Zuao;Gragas;Vash;Lissandra;Matsukaze;Ezreal;Verfix;Bard
4181;CBLoL;2016;Summer;Season;KBM;0;1;CNB;50;Zantins;Jax;Zuao;RekSai;Vash;Vladimir;Matsukaze;Ezreal;Verfix;Karma;LEP;Fiora;Minerva;Elise;tinowns;Swain;pbO;Jinx;Wos;Braum
4182;CBLoL;2016;Summer;Season;OPK;1;0;RED;31;SkyBart;Irelia;Turtle;Elise;Goku;Leblanc;Skyer;Ashe;Professor;Zyra;Ayel;Olaf;YoDa SL;RekSai;Brucer;Zilean;SacyR;Twitch;Dioud;Karma
4183;CBLoL;2016;Summer;Season;RED;0;1;OPK;30;Ayel;Olaf;YoDa SL;RekSai;Brucer;Vladimir;SacyR;Ezreal;Dioud;Nami;SkyBart;Fiora;Turtle;Elise;Goku;Anivia;Skyer;Ashe;Professor;Zyra
4184;CBLoL;2016;Summer;Season;VFK;1;0;PNG;47;Robo;Trundle;Nappon;Elise;takeshi;Viktor;esA;Jhin;Baiano;Braum;Mylon;Irelia;SirT;RekSai;Kami;Zilean;TaeYeon;Ezreal;Ziriguidun;Zyra
4185;CBLoL;2016;Summer;Season;PNG;1;0;VFK;40;Mylon;Irelia;SirT;Kindred;Kami;Anivia;TaeYeon;Ashe;Ziriguidun;Braum;Robo;Trundle;Nappon;Elise;takeshi;Viktor;esA;Ezreal;Baiano;Zyra
4186;CBLoL;2016;Summer;Season;RED;0;1;PNG;40;Ayel;Trundle;YoDa SL;Gragas;Brucer;Azir;SacyR;Sivir;Dioud;Braum;Mylon;Irelia;SirT;RekSai;Kami;Viktor;TaeYeon;Ashe;Ziriguidun;Thresh
4187;CBLoL;2016;Summer;Season;PNG;0;1;RED;41;Mylon;Irelia;SirT;RekSai;Kami;Swain;TaeYeon;Ashe;Ziriguidun;Thresh;Ayel;Trundle;YoDa SL;Elise;Brucer;Azir;SacyR;Sivir;Dioud;Bard
4188;CBLoL;2016;Summer;Season;ITZ;1;0;KBM;29;Yang;Trundle;Revolta;RekSai;tockers;Viktor;micaO;Ashe;Jockster;Bard;Zantins;Maokai;Danagorn;Elise;Vash;Azir;Matsukaze;Caitlyn;Verfix;Karma
4189;CBLoL;2016;Summer;Season;KBM;0;1;ITZ;49;Zantins;Irelia;Danagorn;RekSai;Vash;Lissandra;Matsukaze;Jhin;Verfix;Braum;Yang;Shen;Revolta;Elise;tockers;Viktor;micaO;Ashe;Jockster;Thresh
4190;CBLoL;2016;Summer;Season;CNB;1;0;BGG;41;LEP;Illaoi;Minerva;Elise;tinowns;Swain;pbO;Tristana;Wos;Braum;Ranger;Shen;Tierwulf VPP;RekSai;Rakin VPP;Zilean;Luskka;Twitch;RedBert VPP;Karma
4191;CBLoL;2016;Summer;Season;BGG;0;1;CNB;52;Ranger;Jax;Tierwulf VPP;Hecarim;Rakin VPP;Azir;Luskka;Ezreal;RedBert VPP;Braum;LEP;Fiora;Minerva;RekSai;tinowns;Swain;pbO;Tristana;Wos;Zyra
4192;CBLoL;2016;Summer;Season;OPK;1;0;VFK;37;SkyBart;Irelia;Turtle;Elise;Goku;Ryze;Skyer;Caitlyn;Professor;Nami;Robo;Shen;Nappon;Evelynn;takeshi;Viktor;esA;Sivir;Baiano;Karma
4193;CBLoL;2016;Summer;Season;VFK;1;0;OPK;37;Robo;Trundle;Nappon;RekSai;takeshi;Vladimir;esA;Jhin;Baiano;Karma;SkyBart;Ekko;Turtle;Elise;Goku;Anivia;Skyer;Caitlyn;Professor;Nami
4194;CBLoL;2016;Summer;Season;KBM;0;1;RED;31;Verto;Fizz;Zuao;Kindred;Vash;Lissandra;Matsukaze;Ashe;Verfix;Thresh;Ayel;Trundle;YoDa SL;Elise;Brucer;Leblanc;SacyR;Ezreal;Dioud;Braum
4195;CBLoL;2016;Summer;Season;RED;1;0;KBM;56;Ayel;Trundle;YoDa SL;Elise;Brucer;Azir;SacyR;Sivir;Dioud;Thresh;Verto;Fiora;Danagorn;Kindred;Vash;Viktor;Matsukaze;Jhin;Verfix;Bard
4196;CBLoL;2016;Summer;Season;PNG;1;0;ITZ;43;Mylon;Trundle;SirT;RekSai;Kami;Vladimir;TaeYeon;Jhin;Ziriguidun;Bard;Yang;Irelia;Revolta;Gragas;tockers;Azir;micaO;Ashe;Jockster;Karma
4197;CBLoL;2016;Summer;Season;ITZ;1;0;PNG;37;Yang;Irelia;Revolta;RekSai;tockers;Swain;micaO;Sivir;Jockster;Alistar;Mylon;Trundle;SirT;Gragas;Kami;Azir;TaeYeon;Caitlyn;Ziriguidun;Braum
4198;CBLoL;2016;Summer;Season;BGG;0;1;OPK;33;Ranger;Shen;Tierwulf VPP;RekSai;Rakin VPP;Azir;Luskka;Ezreal;RedBert VPP;Karma;SkyBart;Irelia;Turtle;Nidalee;Goku;Leblanc;Skyer;Jhin;Professor;Braum
4199;CBLoL;2016;Summer;Season;OPK;0;1;BGG;44;SkyBart;Irelia;Turtle;Elise;Goku;Leblanc;Skyer;Caitlyn;Professor;Nami;Ranger;Trundle;Tierwulf VPP;Graves;Rakin VPP;Zilean;Luskka;Ezreal;RedBert VPP;Bard
4200;CBLoL;2016;Summer;Season;VFK;0;1;CNB;37;Robo;Ryze;Nappon;Gragas;takeshi;Swain;esA;Jhin;Baiano;Karma;LEP;Fiora;Minerva;RekSai;tinowns;TwistedFate;pbO;Tristana;Wos;Bard
4201;CBLoL;2016;Summer;Season;CNB;1;0;VFK;40;LEP;Shen;Minerva;RekSai;tinowns;Viktor;pbO;Ashe;Wos;Zyra;Robo;Fiora;Nappon;Hecarim;takeshi;Leblanc;esA;Ezreal;Baiano;Karma
4202;CBLoL;2016;Spring;Playoffs;KBM;1;0;PNG;54;LEP;Rammus;Minerva;Gragas;tinowns;Azir;Matsukaze;Lucian;Ziriguidun;Braum;Mylon;Poppy;SirT;RekSai;Kami;Leblanc;brTT RX;Ezreal;Picoca;Trundle
4203;CBLoL;2016;Spring;Playoffs;KBM;1;0;PNG;50;LEP;Rammus;Minerva;LeeSin;tinowns;Lissandra;Matsukaze;Lucian;Ziriguidun;Bard;Mylon;Poppy;SirT;Rumble;Kami;Quinn;brTT RX;Jhin;Picoca;Thresh
4204;CBLoL;2016;Spring;Playoffs;OPK;0;1;RED;35;SkyBart;Gangplank;Zuao;Elise;Goku;Katarina;EzPrince;Lucian;Professor;Trundle;Ayel;Rammus;Caos;RekSai;Brucer;Corki;SacyR;Jhin;Eryon;Thresh
4205;CBLoL;2016;Spring;Playoffs;RED;0;1;OPK;63;Ayel;Rammus;Caos;Gragas;Brucer;Corki;SacyR;Ezreal;Eryon;Thresh;SkyBart;Gangplank;Zuao;Elise;Goku;Lux;EzPrince;Lucian;Professor;Morgana
4206;CBLoL;2016;Spring;Playoffs;OPK;1;0;RED;41;SkyBart;Fiora;Zuao;Elise;Goku;Lissandra;EzPrince;Lucian;Professor;Morgana;Ayel;Poppy;Caos;RekSai;Brucer;Corki;SacyR;Caitlyn;Eryon;Thresh
4207;CBLoL;2016;Spring;Playoffs;RED;0;1;PNG;39;Ayel;Fiora;Caos;Gragas;Brucer;Lulu;SacyR;Kalista;Eryon;Thresh;Mylon;Nautilus;SirT;Elise;Kami;Zilean;brTT RX;Lucian;Picoca;Trundle
4208;CBLoL;2016;Spring;Playoffs;RED;1;0;PNG;44;Ayel;Zed;Caos;Gragas;Brucer;Nautilus;SacyR;Kalista;Eryon;Thresh;Mylon;Poppy;SirT;Elise;Kami;Chogath;brTT RX;Lucian;Picoca;Bard
4209;CBLoL;2016;Spring;Playoffs;RED;1;0;PNG;41;Ayel;Poppy;Caos;Gragas;Brucer;Morgana;SacyR;Kalista;Eryon;Lissandra;Mylon;Nautilus;SirT;Nidalee;Kami;Corki;brTT RX;Ezreal;Picoca;Alistar
4210;CBLoL;2016;Spring;Playoffs;CNB;1;0;g3x;34;Aoshi;Malphite;Nappon;Kindred;Vash;Orianna;pbO;Kalista;Wos;Alistar;Zantins;Trundle;Snowlz;Nidalee;TaeYeon;Corki;Skyer;Ezreal;Alocs;Nautilus
4211;CBLoL;2016;Spring;Playoffs;CNB;1;0;g3x;43;Aoshi;Malphite;Nappon;Kindred;Vash;Lux;pbO;Lucian;Wos;Thresh;Zantins;Fiora;Snowlz;Elise;TaeYeon;TwistedFate;Skyer;Sivir;Alocs;Alistar
4212;CBLoL;2016;Spring;Playoffs;VFK;1;0;KBM;39;Robo;Malphite;Turtle;Gragas;takeshi;Lissandra;esA;Sivir;Baiano;Nautilus;LEP;Poppy;Minerva;Elise;tinowns;Leblanc;Matsukaze;Lucian;Ziriguidun;Alistar
4213;CBLoL;2016;Spring;Playoffs;VFK;1;0;KBM;32;Robo;Poppy;Turtle;Gragas;takeshi;Lulu;esA;Caitlyn;Baiano;Morgana;LEP;Trundle;Minerva;Kindred;tinowns;Azir;Matsukaze;Lucian;Ziriguidun;Lissandra
4214;CBLoL;2016;Spring;Playoffs;KBM;0;1;VFK;29;LEP;Poppy;Minerva;Gragas;tinowns;Ezreal;Matsukaze;Sivir;Ziriguidun;Janna;Robo;Rammus;Turtle;Elise;takeshi;Leblanc;esA;Lucian;Baiano;Braum
4215;CBLoL;2016;Spring;Playoffs;ITZ;1;0;OPK;35;Yang;Trundle;Revolta;Graves;tockers;Azir;micaO;Vayne;Jockster;Braum;SkyBart;Rammus;Zuao;Elise;Goku;Varus;EzPrince;Lucian;Professor;Morgana
4216;CBLoL;2016;Spring;Playoffs;OPK;1;0;ITZ;51;SkyBart;Poppy;Zuao;Kindred;Goku;Morgana;EzPrince;Corki;Professor;Braum;Yang;Trundle;Revolta;Nidalee;tockers;Leblanc;micaO;Lucian;Jockster;Thresh
4217;CBLoL;2016;Spring;Playoffs;ITZ;1;0;OPK;42;Yang;Poppy;Revolta;Elise;tockers;Zed;micaO;Corki;Jockster;Bard;SkyBart;Gangplank;Zuao;RekSai;Goku;Chogath;EzPrince;Lucian;Professor;Thresh
4218;CBLoL;2016;Spring;Playoffs;OPK;0;1;ITZ;35;SkyBart;Gangplank;Zuao;Kindred;Goku;Karma;EzPrince;Lucian;Professor;Braum;Yang;Poppy;Revolta;Elise;tockers;Azir;micaO;Corki;Jockster;Nautilus
4219;CBLoL;2016;Spring;Playoffs;ITZ;1;0;VFK;37;Yang;Gragas;Revolta;Kindred;tockers;Corki;micaO;Kalista;Jockster;Trundle;Robo;Poppy;Turtle;Elise;takeshi;Ryze;esA;Sivir;Baiano;Alistar
4220;CBLoL;2016;Spring;Playoffs;VFK;0;1;ITZ;43;Robo;Maokai;Turtle;Sejuani;takeshi;Zed;esA;Lucian;Baiano;Braum;Yang;Gragas;Revolta;Graves;tockers;Corki;micaO;Sivir;Jockster;Alistar
